2024-04-07 14:59:33.041 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  Crafter.Log4jOutputStream - SessionFilter... init 
2024-04-07 14:59:33.050 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  Crafter.Log4jOutputStream - SessionFilter... excludedUrls:: /login,/login.jsp,/demo
2024-04-07 14:59:34.520 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:34.521 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/login.jsp
2024-04-07 14:59:34.521 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - excluded url from doFilter()
2024-04-07 14:59:36.343 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - LoginController().. 
2024-04-07 14:59:36.344 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp?
2024-04-07 14:59:36.344 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/login
2024-04-07 14:59:36.344 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - excluded url from doFilter()
2024-04-07 14:59:36.346 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - Connecting to Azure T-SQL DB...
2024-04-07 14:59:36.759 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - Connected to Azure T-SQL DB...
2024-04-07 14:59:36.759 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - Inside UserDataAccessObject() ...
2024-04-07 14:59:36.759 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - Inside getUserByUsernameAndPassword() ...
2024-04-07 14:59:36.760 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - username:  GUEST
2024-04-07 14:59:36.760 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - password:  GUEST123
2024-04-07 14:59:36.893 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - in UserModel()...
2024-04-07 14:59:36.901 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - LoginController()..  User Validated, Creating Session...
2024-04-07 14:59:36.906 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp?
2024-04-07 14:59:36.906 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/home.jsp
2024-04-07 14:59:36.906 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 14:59:36.910 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - INSIDE HOME.JSP
2024-04-07 14:59:36.913 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - INSIDE header.JSP
2024-04-07 14:59:36.914 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - Inside header.jsp User:::GUEST
2024-04-07 14:59:37.282 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:37.282 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/databaseInfo
2024-04-07 14:59:37.282 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 14:59:37.282 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - Connecting to MySQL DB...
2024-04-07 14:59:37.856 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - Connected to MySQL DB...
2024-04-07 14:59:37.941 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - jsonResponse:: ["crafter","information_schema","mysql","performance_schema","sys"]
2024-04-07 14:59:37.949 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:37.949 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/table.png
2024-04-07 14:59:37.949 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:37.949 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:37.950 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 14:59:37.950 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/reload.png
2024-04-07 14:59:37.950 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 14:59:37.950 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/search.png
2024-04-07 14:59:37.950 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:37.950 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 14:59:37.950 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/delete2.png
2024-04-07 14:59:37.950 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 15:13:43.807 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  Crafter.Log4jOutputStream - 2024-04-07 15:13:43,805 ContainerBackgroundProcessor[StandardEngine[Catalina]] ERROR FileManager (/site/wwwroot/webapps/LOGS/LOG_FILE.log) java.io.IOException: Could not create directory /site/wwwroot/webapps/LOGS java.io.IOException: Could not create directory /site/wwwroot/webapps/LOGS
2024-04-07 15:13:43.808 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  Crafter.Log4jOutputStream - 	at org.apache.logging.log4j.core.util.FileUtils.mkdir(FileUtils.java:120)
2024-04-23 21:53:38.375 [http-nio-8080-exec-12] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: null
2024-04-23 21:53:38.376 [http-nio-8080-exec-12] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/login.jsp
2024-04-23 21:53:38.376 [http-nio-8080-exec-12] INFO  Crafter.Log4jOutputStream - excluded url from doFilter()
2024-04-23 21:53:38.711 [http-nio-8080-exec-13] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.711 [http-nio-8080-exec-13] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/logo.png
2024-04-23 21:53:38.711 [http-nio-8080-exec-13] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.717 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.717 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.717 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.737 [http-nio-8080-exec-15] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.737 [http-nio-8080-exec-15] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.737 [http-nio-8080-exec-15] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.747 [http-nio-8080-exec-16] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.748 [http-nio-8080-exec-16] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.748 [http-nio-8080-exec-16] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.752 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.752 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.752 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.767 [http-nio-8080-exec-18] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.767 [http-nio-8080-exec-18] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.767 [http-nio-8080-exec-18] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.770 [http-nio-8080-exec-19] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.770 [http-nio-8080-exec-19] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.771 [http-nio-8080-exec-19] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.777 [http-nio-8080-exec-20] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.777 [http-nio-8080-exec-20] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.777 [http-nio-8080-exec-20] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.779 [http-nio-8080-exec-11] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.779 [http-nio-8080-exec-11] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.780 [http-nio-8080-exec-11] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.782 [http-nio-8080-exec-12] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.782 [http-nio-8080-exec-12] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.782 [http-nio-8080-exec-12] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.785 [http-nio-8080-exec-13] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.785 [http-nio-8080-exec-13] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.785 [http-nio-8080-exec-13] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.788 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.788 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.788 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.790 [http-nio-8080-exec-15] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.790 [http-nio-8080-exec-15] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.790 [http-nio-8080-exec-15] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.793 [http-nio-8080-exec-16] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.793 [http-nio-8080-exec-16] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.793 [http-nio-8080-exec-16] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.796 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.796 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.796 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.799 [http-nio-8080-exec-18] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.799 [http-nio-8080-exec-18] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.799 [http-nio-8080-exec-18] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.803 [http-nio-8080-exec-19] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.803 [http-nio-8080-exec-19] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.803 [http-nio-8080-exec-19] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.807 [http-nio-8080-exec-20] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.807 [http-nio-8080-exec-20] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.808 [http-nio-8080-exec-20] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.810 [http-nio-8080-exec-11] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.810 [http-nio-8080-exec-11] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.810 [http-nio-8080-exec-11] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.813 [http-nio-8080-exec-12] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.813 [http-nio-8080-exec-12] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.813 [http-nio-8080-exec-12] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:38.815 [http-nio-8080-exec-13] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:38.816 [http-nio-8080-exec-13] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-04-23 21:53:38.816 [http-nio-8080-exec-13] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-04-23 21:53:40.007 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - LoginController().. 
2024-04-23 21:53:40.008 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:53:40.008 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/login
2024-04-23 21:53:40.008 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - excluded url from doFilter()
2024-04-23 21:53:40.015 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - Connecting to Azure T-SQL DB...
2024-04-23 21:53:54.747 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - Error Connecting to Azure T-SQL DB...
2024-04-23 21:53:54.749 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - Connected to Azure T-SQL DB...
2024-04-23 21:53:54.749 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - Inside UserDataAccessObject() ...
2024-04-23 21:53:54.749 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - Inside getUserByUsernameAndPassword() ...
2024-04-23 21:53:54.749 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - username:  GUEST
2024-04-23 21:53:54.749 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - password:  GUEST123
2024-04-23 21:53:54.749 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - java.lang.NullPointerException
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at Crafter.UserDataAccessObject.getUserByUsernameAndPassword(UserDataAccessObject.java:33)
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at Crafter.LoginController.doPost(LoginController.java:43)
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at javax.servlet.http.HttpServlet.service(HttpServlet.java:515)
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at javax.servlet.http.HttpServlet.service(HttpServlet.java:583)
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:212)
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:156)
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:181)
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:156)
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at Crafter.SessionFilter.doFilter(SessionFilter.java:85)
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:181)
2024-04-23 21:53:54.750 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:156)
2024-04-23 21:53:54.751 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:168)
2024-04-23 21:53:54.751 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90)
2024-04-23 21:53:54.751 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:483)
2024-04-23 21:53:54.751 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:130)
2024-04-23 21:53:54.751 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93)
2024-04-23 21:53:54.751 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.valves.AbstractAccessLogValve.invoke(AbstractAccessLogValve.java:679)
2024-04-23 21:53:54.751 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
2024-04-23 21:53:54.751 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:346)
2024-04-23 21:53:54.751 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:617)
2024-04-23 21:53:54.751 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63)
2024-04-23 21:53:54.751 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:934)
2024-04-23 21:53:54.752 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1698)
2024-04-23 21:53:54.752 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
2024-04-23 21:53:54.752 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
2024-04-23 21:53:54.752 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
2024-04-23 21:53:54.752 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:63)
2024-04-23 21:53:54.752 [http-nio-8080-exec-14] INFO  Crafter.Log4jOutputStream - 	at java.lang.Thread.run(Thread.java:750)
2024-04-23 21:54:22.601 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp
2024-04-23 21:54:22.602 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/login
2024-04-23 21:54:22.603 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - excluded url from doFilter()
2024-04-23 21:54:22.603 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - Connecting to Azure T-SQL DB...
2024-04-23 21:54:36.688 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - Error Connecting to Azure T-SQL DB...
2024-04-23 21:54:36.689 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - Connected to Azure T-SQL DB...
2024-04-23 21:54:36.689 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - Inside UserDataAccessObject() ...
2024-04-23 21:54:36.689 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - Inside getUserByUsernameAndPassword() ...
2024-04-23 21:54:36.689 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - username:  GUEST
2024-04-23 21:54:36.690 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - password:  GUEST123
2024-04-23 21:54:36.690 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - java.lang.NullPointerException
2024-04-23 21:54:36.690 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at Crafter.UserDataAccessObject.getUserByUsernameAndPassword(UserDataAccessObject.java:33)
2024-04-23 21:54:36.690 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at Crafter.LoginController.doPost(LoginController.java:43)
2024-04-23 21:54:36.690 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at javax.servlet.http.HttpServlet.service(HttpServlet.java:515)
2024-04-23 21:54:36.690 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at javax.servlet.http.HttpServlet.service(HttpServlet.java:583)
2024-04-23 21:54:36.690 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:212)
2024-04-23 21:54:36.690 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:156)
2024-04-23 21:54:36.691 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
2024-04-23 21:54:36.691 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:181)
2024-04-23 21:54:36.691 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:156)
2024-04-23 21:54:36.691 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at Crafter.SessionFilter.doFilter(SessionFilter.java:85)
2024-04-23 21:54:36.691 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:181)
2024-04-23 21:54:36.691 [http-nio-8080-exec-17] INFO  Crafter.Log4jOutputStream - 	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:156)
